regulation_id,reg_no,product,product_slug,farm_kind,avia,norm_raw,norm_min,norm_max,norm_unit,dose_per_10l,crop_raw,target_raw,method,liquid_rate,wait_days,max_treatments,exit_manual,exit_mech,page
14510,088-07-1048-1,ВЛ 77,vl-77,C,0,"0,3-0,5 л/га",0.3,0.5,л/га,,"Пшеница озимая, пшеница яровая, рожь, тритикале, ячмень, овес","Повышение энергии прорастания и всхожести семян, иммунитета к неблагоприятным факторам среды, активизация ростовых и формообразовате льных процессов, повышение урожайности и качества продукции",Опрыскивание в фазе кущения – начало выхода в трубку,200-400 л/га,,1,-,-,1744
14511,088-07-1048-1,ВЛ 77,vl-77,C,0,"0,3-0,5 л/га",0.3,0.5,л/га,,Кукуруза,"Повышение энергии прорастания и всхожести семян, иммунитета к неблагоприятным факторам среды, активизация ростовых и формообразовате льных процессов, повышение урожайности и качества продукции",Опрыскивание растений в фазе 3-5 листьев,300 л/га,,1,-,-,1744
14512,088-07-1048-1,ВЛ 77,vl-77,C,0,"0,3-0,5 л/т",0.3,0.5,л/т,,Рис,"Повышение энергии прорастания и всхожести семян, иммунитета к неблагоприятным факторам среды, активизация ростовых и формообразовате льных процессов, повышение урожайности и качества продукции",Предпосевная обработка семян,10 л/т,,1,-,-,1744
14513,088-07-1048-1,ВЛ 77,vl-77,C,0,"0,3-0,5 л/га",0.3,0.5,л/га,,Рис,"Повышение энергии прорастания и всхожести семян, иммунитета к неблагоприятным факторам среды, активизация ростовых и формообразовате льных процессов, повышение урожайности и качества продукции","Опрыскивание: 1-е в фазе кущения – начало выхода в трубку, 2-е – в фазе молочной спелости",200-400 л/га,,2,-,-,1744
14514,088-07-1048-1,ВЛ 77,vl-77,C,0,"0,3-0,5 л/т",0.3,0.5,л/т,,Подсолнечник,"Повышение энергии прорастания и всхожести семян, иммунитета к неблагоприятным факторам среды, активизация ростовых и формообразовате льных процессов, повышение урожайности и качества продукции",Предпосевная обработка семян,10 л/т,,1,-,-,1745
14515,088-07-1048-1,ВЛ 77,vl-77,C,0,"0,3-0,5 л/га",0.3,0.5,л/га,,Подсолнечник,"Повышение энергии прорастания и всхожести семян, иммунитета к неблагоприятным факторам среды, активизация ростовых и формообразовате льных процессов, повышение урожайности и качества продукции",Опрыскивание: 1-е в фазе 2-3 пар листьев; 2-е в фазе формирования корзинки,300 л/га,,2,-,-,1745
14516,088-07-1048-1,ВЛ 77,vl-77,C,0,"0,3-0,5 л/га",0.3,0.5,л/га,,Свекла сахарная,"Активизация ростовых и формообразовате льных процессов, повышение иммунитета к неблагоприятным факторам среды, повышение урожайности и качества продукции","Опрыскивание: 1-е – в фазе 4-6 листьев, 2-е – в фазе смыкания ботвы в рядках",300 л/га,,2,-,-,1745
14517,088-07-1048-1,ВЛ 77,vl-77,C,0,"0,5-1 л/га",0.5,1.0,л/га,,Картофель,"Активизация ростовых и формообразовате льных процессов, повышение иммунитета к неблагоприятным факторам среды, повышение урожайности и качества продукции","Опрыскивание: 1-е – в фазе полных всходов, 2-е – в фазе бутонизации, 3-е сразу после цветения",300 л/га,,3,-,-,1745
14518,088-07-1048-1,ВЛ 77,vl-77,C,0,"0,3-0,5 л/га",0.3,0.5,л/га,,Томат (открытый и защищенный грунт),"Активизация ростовых и формообразовате льных процессов, повышение иммунитета к неблагоприятным факторам среды, повышение урожайности и качества продукции","Опрыскивание: 1-е – в фазе полных всходов, 2-е – в фазе бутонизации, 3- 3 – сразу после цветения",300 л/га,,3,-,-,1745
14519,088-07-1048-1,ВЛ 77,vl-77,C,0,"0,3-0,5 л/га",0.3,0.5,л/га,,Капуста,"Активизация ростовых и формообразовате льных процессов, повышение иммунитета к неблагоприятным факторам среды, повышение урожайности и качества продукции","Опрыскивание: 1-е – после высадки рассады, 2-е – в фазе розетки, 3-е – в фазе завязывания кочана",300 л/га,,3,-,-,1745
14520,088-07-1048-1,ВЛ 77,vl-77,C,0,"1-1,5 л/га",1.0,1.5,л/га,,Плодовые культуры (семечковые),"Активизация ростовых и формообразовате льных процессов, повышение иммунитета к неблагоприятным факторам среды, повышение урожайности и качества продукции","Опрыскивание: 1-е – в фазе опадения лепестков, 2-е - в фазе плод «лещина», 3-е в фазе плод «грецкий орех»",800 л/га,,3,-,-,1746
14521,088-07-1048-1,ВЛ 77,vl-77,C,0,1 л/га,1.0,1.0,л/га,,Плодовые культуры (косточковые),"Активизация ростовых и формообразовате льных процессов, повышение иммунитета к неблагоприятным факторам среды, повышение урожайности и качества продукции","Опрыскивание: 1-е – в фазе опадения лепестков, 2-е и 3-е – с интервалом 14 дней",800 л/га,,3,-,-,1746
14522,088-07-1048-1,ВЛ 77,vl-77,C,0,"0,8-1,5 л/га",0.8,1.5,л/га,,Виноград,"Активизация ростовых и формообразовате льных процессов, повышение иммунитета к неблагоприятным факторам среды, повышение урожайности и качества продукции",Опрыскивание: 1-е- в фазе бутонизации; 2-е – в фазу цветения; 3-е – через 3 недели после 2-го,800 л/га,,3,-,-,1746
14523,088-07-1048-1,ВЛ 77,vl-77,Л,0,5-10 мл/3 лводы,5.0,10.0,мл/3 лводы,"16,7–33,3 мл",Картофель,"Активизация ростовых и формообразовате льных процессов, повышение иммунитета к неблагоприятным факторам среды, повышение урожайности и качества продукции","Опрыскивание: 1-е – в фазе полных всходов, 2-е – в фазе бутонизации, 3-е – сразу после цветения","1-1,5 л/м2",,3,-,-,1746
14524,088-07-1048-1,ВЛ 77,vl-77,Л,0,3-5 мл/ 3 лводы,3.0,5.0,мл/ 3 лводы,"10–16,7 мл",Томат (открытый и защищенный грунт),"Активизация ростовых и формообразовате льных процессов, повышение иммунитета к неблагоприятным факторам среды, повышение урожайности и качества продукции","Опрыскивание: 1-е – через 7 дней после высадки рассады в грунт, 2-е – и 3-е с интервалом 15 дней","1-1,5 л/м2",,3,-,-,1746
14525,088-07-1048-1,ВЛ 77,vl-77,Л,0,3-5 мл / 3 лводы,3.0,5.0,мл / 3 лводы,"10–16,7 мл",Капуста,"Активизация ростовых и формообразовате льных процессов, повышение иммунитета к неблагоприятным факторам среды, повышение урожайности и качества продукции","Опрыскивание: 1-е – после высадки рассады, 2-е – в фазе розетки, 3-е – в фазе завязывания кочана","1- 1,5 л/м2",,3,-,-,1746
14526,088-07-1048-1,ВЛ 77,vl-77,Л,0,10-15 мл/ 8 лводы,10.0,15.0,мл/ 8 лводы,"12,5–18,8 мл",Плодовые культуры (семечковые),"Активизация ростовых и формообразовате льных процессов, повышение иммунитета к неблагоприятным факторам среды, повышение урожайности и качества продукции","Опрыскивание: 1-е- в фазе опадения лепестков, 2-е – фазе плод «лещина», 3-е – в фазе плод «грецкий орех»",2-8 л/растение,,3,-,-,1747
14527,088-07-1048-1,ВЛ 77,vl-77,Л,0,10 мл/ 8 лводы,10.0,10.0,мл/ 8 лводы,"12,5 мл",Плодовые культуры (косточковые),"Активизация ростовых и формообразовате льных процессов, повышение иммунитета к неблагоприятным факторам среды, повышение урожайности и качества продукции","Опрыскивание: 1-е – в фазе опадения лепестков, 2-е и 3-е – с интервалом 14 дней","1,5-5 л/растение",,3,-,-,1747
14528,088-07-1048-1,ВЛ 77,vl-77,Л,0,8-15 мл/ 8 лводы,8.0,15.0,мл/ 8 лводы,"10–18,8 мл",Виноград,"Активизация ростовых и формообразовате льных процессов, повышение иммунитета к неблагоприятным факторам среды, повышение урожайности и качества продукции",Опрыскивание: 1-е – в фазе бутонизации; 2-е – в фазе цветения; 3-е – через 3 недели после 2-го,"1,5-5 л/растение",,3,-,-,1747
6592,041-02-2539-1,Вайбранс,vaybrans,C,0,"0,15-0,25",0.15,0.25,,,Кукуруза,"Корневые гнили (в том числе ризоктониозная), плесневение семян",Предпосевная обработка семян,10 л/т,,1,-,-,549
6593,041-02-2539-1,Вайбранс,vaybrans,C,0,"1,2-1,5",1.2,1.5,,,Кукуруза,Пузырчатая головня,Предпосевная обработка семян,10 л/т,,1,-,-,549
7479,041-02-3357-1,Вайбранс Голд,vaybrans-gold,C,0,"1-1,2",1.0,1.2,,,"Соя, нут","Фузариозная корневая гниль, аскохитоз, плесневение семян",Обработка семян перед посевом.,6-8 л/т,,1,-,-,636
7480,041-02-3357-1,Вайбранс Голд,vaybrans-gold,C,0,"0,8-1,2 л/т",0.8,1.2,л/т,,Горох,"Фузариозная корневая гниль, афанимицетная корневая гниль, плесневение семян",Предпосевная обработка семян.,4-8 л/т,,1,-,-,636
7481,041-02-3357-1,Вайбранс Голд,vaybrans-gold,C,0,"1,2 л/т",1.2,1.2,л/т,,Горох,Аскохитоз при слабом развитии болезни,Предпосевная обработка семян.,4-8 л/т,,1,-,-,636
3262,041-01-1754-1,Вайбранс Интеграл,vaybrans-integral,C,0,"1,5-2",1.5,2.0,,,"Пшеница озимая, ячмень яровой","Злаковые мухи, хлебные блошки",Обработка семян перед посевом,10 л/т,,1,-,-,262
3263,041-01-1754-1,Вайбранс Интеграл,vaybrans-integral,C,0,"1,5-2",1.5,2.0,,,Пшеница озимая,"Хлебная жужелица, проволочники, цикадки",Обработка семян перед посевом,10 л/т,,1,-,-,262
7099,041-02-1753-1,Вайбранс Интеграл,vaybrans-integral,C,0,"1,5-2",1.5,2.0,,,Пшеница озимая,"Твердая головня, гельминтоспориозная и фузариозная корневые гнили, плесневение семян (в том числе альтернариозная семенная инфекция)",Обработка семян перед посевом.,10 л/т,,1,-,-,598
7100,041-02-1753-1,Вайбранс Интеграл,vaybrans-integral,C,0,"1,75-2",1.75,2.0,,,"Пшеница озимая, ячмень яровой",Пыльная головня,Обработка семян перед посевом.,10 л/т,,1,-,-,598
7101,041-02-1753-1,Вайбранс Интеграл,vaybrans-integral,C,0,"1,5-2",1.5,2.0,,,Ячмень яровой,"Каменная головня, гельминтоспориозная и фузариозная корневые гнили, плесневение семян",Обработка семян перед посевом.,10 л/т,,1,-,-,599
3265,041-01-4239-1,Вайбранс Круйзер Макс,vaybrans-kruyzer-maks,C,0,"2,5 - 3,5",2.5,3.5,,,Соя,Проволочники,Обработка семян,6-8 л/т семян,,1,-,3,262
3266,041-01-4239-1,Вайбранс Круйзер Макс,vaybrans-kruyzer-maks,C,0,"2,5 - 3,5",2.5,3.5,,,Соя,"Фузариозная корневая гниль, питиозная корневая гниль и ризоктониозная корневая гниль, фузариозная семенная инфекция, аскохитоз, плесневение семян",Предпосевная обработка семян с увлажнением,6-8 л/т семян,,1,-,3,262
7102,041-01-4239-1,Вайбранс Круйзер Макс,vaybrans-kruyzer-maks,C,0,"2,5 - 3,5",2.5,3.5,,,Соя,Проволочники,Обработка семян,6-8 л/т семян,,1,-,3,599
7103,041-01-4239-1,Вайбранс Круйзер Макс,vaybrans-kruyzer-maks,C,0,"2,5 - 3,5",2.5,3.5,,,Соя,"Фузариозная корневая гниль, питиозная корневая гниль и ризоктониозная корневая гниль, фузариозная семенная инфекция, аскохитоз, плесневение семян",Предпосевная обработка семян с увлажнением,6-8 л/т семян,,1,-,3,599
3261,041-01(02)-3080-1,Вайбранс Топ,vaybrans-top,C,0,"0,4-0,7",0.4,0.7,,,Картофель,"Проволочники, колорадский жук, тли",Обработка клубней перед посадкой,10-15 л/т клубней,,1,-,-,262
7098,041-01(02)-3080-1,Вайбранс Топ,vaybrans-top,C,0,"0,4-0,7",0.4,0.7,,,Картофель,"Ризоктониоз, парша серебристая, фузариоз",Обработка клубней до посадки,10-15 л/т,,1,-,-,598
6594,041-02-2674-1,Вайбранс Трио,vaybrans-trio,C,0,"1,5-2,0",1.5,2.0,,,Пшеница озимая,"Твердая головня, пыльная головня, фузариозная корневая гниль, гельминтоспориозная корневая гниль, ризоктониозная корневая гниль, плесневение семян, фузариозная снежная плесень, тифулезная снежная плесень",Обработка семян,10 л/т,,1,-,-,549
6595,041-02-2674-1,Вайбранс Трио,vaybrans-trio,C,0,"1,5-2,0",1.5,2.0,,,"Ячмень яровой, озимый","Каменная головня, пыльная головня, фузариозная корневая гниль, гельминтоспориозная корневая гниль, плесневение семян, сетчатая пятнистость",Обработка семян,10 л/т,,1,-,-,549
7482,041-02-2643-1,Вайбранс Экстра,vaybrans-ekstra,C,0,9-11,9.0,11.0,,,Свёкла сахарная,"Корнеед всходов (комплекс грибов родов питиум, ризоктония, фузариум, фома)",Обработка семян перед посевом или заблаговременно,13-20 л/т,,1,-,-,636
1175,021-01-2745-1,Валлар,vallar,Л,0,40-50 г/10 м2,40.0,50.0,г/10 м2,,"Сеянцы и саженцы хвойных и лиственных пород деревьев, плодовых и декоративных культур","Майские жуки, проволочники и ложнопроволочники",Поверхностное внесение препарата после высадки растений в грунт с последующей заделкой на глубину 5-10 см,,,2,7,-,116
4337,1004-02-9984-1,Вальто - В10,valto-v10,C,0,70 л/га,70.0,70.0,л/га,,Томат (защищенный грунт),Вирусные болезни (Вирус мозаики пеппино),"Полив саженцев томатов при высоте растения 10-15 см подготовленным на холоднойводе 2% раствором (1 литр Вальто - В10, Ж (5-25 мг/л изолята Реpino Mosaic Virus штамм VC1 + 5-25 мг/л изолята Pepino Mosaic Virus штамм VX1) на 50 литровводы).",3500 л/га,,1,-,-,338
4338,1004-02-9984-1,Вальто - В10,valto-v10,C,0,"0,8 л/га",0.8,0.8,л/га,,Томат (защищенный грунт),Вирусные болезни (Вирус мозаики пеппино),"Локальные аппликации на отдельные растения подготовленным на холоднойводе 10% раствором продукта (0.8 л Вальто - В10, Ж (5-25 мг/л изолята Реpino Mosaic Virus штамм VC1 + 5-25 мг/л изолята Pepino Mosaic Virus штамм VX1) на 8 литров воды).",8 л/га,,1,-,-,338
1057,058-01-2702-1,Вантекс,vanteks,C,0,"0,04-0,07",0.04,0.07,,,Картофель,Колорадский жук,Опрыскивание в период вегетации,200-400 л/га,7,1,-,3,108
1058,058-01-2702-1,Вантекс,vanteks,C,0,"0,06-0,07",0.06,0.07,,,Пшеница яровая и озимая,"Клоп вредная черепашка, тли, трипсы хлебные жуки",Опрыскивание в период вегетации. Озимые обрабатывают весной,200-400 л/га,36,1,-,3,108
1059,058-01-2702-1,Вантекс,vanteks,C,0,"0,06-0,07",0.06,0.07,,,Пшеница яровая,Хлебные блошки,Опрыскивание всходов,100-200 л/га,36,2,-,3,108
1060,058-01-2702-1,Вантекс,vanteks,C,1,"0,06-0,07",0.06,0.07,,,Пшеница яровая,"Клоп вредная черепашка, тли, пьявицы",Опрыскивание в период вегетации,25-50 л/га,36,1,-,3,108
1061,058-01-2702-1,Вантекс,vanteks,C,0,"0,06-0,07",0.06,0.07,,,Ячмень яровой,"Злаковые мухи, трипсы, пьявицы",Опрыскивание в период вегетации,200-400 л/га,22,1,-,3,108
1062,058-01-2702-1,Вантекс,vanteks,C,1,"0,07",0.07,0.07,,,Ячмень яровой и озимый,Пьявицы,Опрыскивание в период вегетации,25-50 л/га,22,1,-,3,108
1063,058-01-2702-1,Вантекс,vanteks,C,0,"0,04-0,06",0.04,0.06,,,Горох (в том числе на зеленый горошек),Клубеньковые долгоносики,Опрыскивание всходов,100-200 л/га,43,1,-,3,108
1064,058-01-2702-1,Вантекс,vanteks,C,0,"0,04-0,06",0.04,0.06,,,Горох (в том числе на зеленый горошек),"Гороховая зерновка, гороховая плодожорка, гороховая тля, трипсы",Опрыскивание в период вегетации,200-400 л/га,43,1,-,3,108
1065,058-01-2702-1,Вантекс,vanteks,C,0,"0,04-0,06",0.04,0.06,,,Рапс яровой и озимый,Крестоцветные блошки,Опрыскивание всходов,100-200 л/га,47,1,-,3,109
1066,058-01-2702-1,Вантекс,vanteks,C,0,"0,04-0,06",0.04,0.06,,,Рапс яровой и озимый,"Тли, рапсовый цветоед",Опрыскивание в период вегетации,200-400 л/га,47,1,-,3,109
1067,058-01-2702-1,Вантекс,vanteks,C,1,"0,04-0,06",0.04,0.06,,,Рапс яровой и озимый,Рапсовыйцветоед,Опрыскивание в период вегетации,25-50 л/га,47,1,-,3,109
1068,058-01-2702-1,Вантекс,vanteks,C,0,"0,2-0,35",0.2,0.35,,,Яблоня,"Яблонная плодожорка,листовертки",Опрыскивание в период вегетации,600-1200 л/га,47,1,-,3,109
1069,058-01-2702-1,Вантекс,vanteks,C,0,"0,06-0,08",0.06,0.08,,,"Пастбища, участки, заселенные саранчовым и, дикая растительность",Саранчовые,Опрыскивание в период развития личинок младших возрастов. Срок возможного пребывания людей на обработанных площадях не ранее 30 дней после обработки. Сбор грибов и ягод после обработок дикой растительности в сезон обработки не допускается,200-400 л/га,47,1,-,3,109
1070,058-01-2702-1,Вантекс,vanteks,C,1,"0,06-0,08",0.06,0.08,,,"Пастбища, участки, заселенные саранчовым и, дикая растительность",Саранчовые,Опрыскивание в период развития личинок младших возрастов. Срок возможного пребывания людей на обработанных площадях не ранее 30 дней после обработки. Сбор грибов и ягод после обработок дикой растительности в сезон обработки не допускается,25-50 л/га,47,1,-,3,109
1071,058-01-2702-1,Вантекс,vanteks,C,0,"0,12-0,16",0.12,0.16,,,"Пастбища, участки, заселенные саранчовым и, дикая растительность",Саранчовые,Опрыскивание в период развития личинок старших возрастов. Срок возможного пребывания людей на обработанных площадях не ранее 30 дней после обработки. Сбор грибов и ягод после обработок дикой растительности в сезон обработки не допускается,200-400 л/га,47,1,-,3,109
1072,058-01-2702-1,Вантекс,vanteks,C,0,"0,05-0,07",0.05,0.07,,,Свекла сахарная,"Свекловичные блошки, долгоносики",Опрыскивание всходов,100-200 л/га,20,1,-,3,109
1073,058-01-2702-1,Вантекс,vanteks,C,0,"0,05-0,07",0.05,0.07,,,Свекла сахарная,Листовая тля,Опрыскивание в период вегетации,100-300 л/га,20,1,-,3,109
1074,058-01-2702-1,Вантекс,vanteks,C,0,"0,07-0,15",0.07,0.15,,,Свекла сахарная,Луговой мотылек,Опрыскивание в период вегетации,200-300 л/га,20,1,-,3,109
1075,058-01-2702-1,Вантекс,vanteks,C,0,"0,05-0,08",0.05,0.08,,,Морковь,Морковная листоблошка,Опрыскивание в период вегетации,100-200 л/га,20,2,-,3,109
1076,058-01-2702-1,Вантекс,vanteks,C,0,"0,1-0,125",0.1,0.125,,,Морковь,Морковная муха,Опрыскивание в период вегетации,200-300 л/га,20,2,-,3,109
1077,058-01-2702-1,Вантекс,vanteks,C,0,"0,15-0,2",0.15,0.2,,,Лук,Луковая муха,Опрыскивание в период вегетации,200-300 л/га,14,2,-,3,109
1078,058-01-2702-1,Вантекс,vanteks,C,0,"0,08-0,1",0.08,0.1,,,Лук,Табачный трипс,Опрыскивание в период вегетации,200-300 л/га,14,2,-,3,109
1079,058-01-2702-1,Вантекс,vanteks,C,0,"0,04-0,06",0.04,0.06,,,Лён масличный,Льняные блошки,Опрыскивание всходов,100-200 л/га,51,1,-,3,109
1080,058-01-2702-1,Вантекс,vanteks,C,0,"0,04-0,06",0.04,0.06,,,Лён масличный,"Льняной трипс, льняная плодожорка, хлопковая совка",Опрыскивание в период вегетации,200-400 л/га,51,1,-,3,110
1081,058-01-2702-1,Вантекс,vanteks,C,0,"0,04-0,06",0.04,0.06,,,Лён-долгунец,Льняные блошки,Опрыскивание всходов,100-200 л/га,,1,-,3,110
1082,058-01-2702-1,Вантекс,vanteks,C,0,"0,04-0,06",0.04,0.06,,,Лён-долгунец,"Льняной трипс, льняная плодожорка, хлопковая совка",Опрыскивание в период вегетации,200-400 л/га,,1,-,3,110
1083,058-01-2702-1,Вантекс,vanteks,C,0,"0,1-0,15",0.1,0.15,,,Подсолнечник,Луговой мотылек,Опрыскивание в период вегетации,200-400 л/га,43,1,-,3,110
1084,058-01-2702-1,Вантекс,vanteks,C,0,"0,1-0,2",0.1,0.2,,,Кукуруза,"Хлопковая совка, луговой мотылек",Опрыскивание в период вегетации,200-400 л/га,56,1,-,3,110
12345,141-06-3509-1,Варат,varat,C,0,от 5 до 40 г в приманочный ящик или трубку,,,от 5 до 40 г в приманочный ящик или трубку,,"Зерновые колосовые озимые, зерновые колосовые яровые; зерновые прочие, в том числе гречиха; прочие полевые культуры, в том числе овощные, технические, масличные, декоративные; культуры в закрытом грунте; многолетние кормовые травы; плодовые и ягодные кустарники, в том числе виноград; декоративные деревья и кустарники, в том числе хвойные культуры; хранящиеся запасы, помещения различного назначения и прилегающие территории",Против всех видов целевых грызунов,"Внесение в норы и другие укрытия грызунов с помощью аппликаторов ложечного или трубчатого типов, обработки по мере хозяйственной необходимости. Однократно в течение 2-х недель. В дальнейшем рекомендуется не более 1-2 обработок без замены другим препаратом. В последствии в течение нескольких месяцев с использованием препаратов иного механизма действия. Расстояние между точками раскладки 3-5-10 м в зависимости от численности и типа грызунов; контроль за наличием приманки в местах раскладки производить 1-2 раза в неделю с перерывами 2-3 дня между раскладками. Обеспечение недоступности к препарату детей, домашних животных, диких нецелевых птиц и зверей",,,1,-,-,1276
12346,141-06-3509-1,Варат,varat,C,0,"5 г в нору или иную укрытую точку раскладки, 2 кг/га",5.0,5.0,"г в нору или иную укрытую точку раскладки, 2 кг/га",,"Зерновые колосовые озимые, зерновые колосовые яровые; зерновые прочие, в том числе гречиха; прочие полевые культуры, в том числе овощные, технические, масличные, декоративные; культуры в закрытом грунте; многолетние кормовые травы; плодовые и ягодные кустарники, в том числе виноград; декоративные деревья и кустарники, в том числе хвойные культуры; хранящиеся запасы, помещения различного назначения и прилегающие территории","Полевка обыкновенная, полевка восточноевропейская, полевка общественная, полевка рыжая, мышь домовая, мышь полевая, мышь лесная, мышь желтогорлая","Внесение в норы и другие укрытия грызунов с помощью аппликаторов ложечного или трубчатого типов, обработки по мере хозяйственной необходимости. Однократно в течение 2-х недель. В дальнейшем рекомендуется не более 1-2 обработок без замены другим препаратом. В последствии в течение нескольких месяцев с использованием препаратов иного механизма действия. Расстояние между точками раскладки 3-5-10 м в зависимости от численности и типа грызунов; контроль за наличием приманки в местах раскладки производить 1-2 раза в неделю с перерывами 2-3 дня между раскладками. Обеспечение недоступности к препарату детей, домашних животных, диких нецелевых птиц и зверей",,,1,-,-,1277
12347,141-06-3509-1,Варат,varat,C,0,"5 г в нору или иную укрытую точку раскладки, 2 кг/га",5.0,5.0,"г в нору или иную укрытую точку раскладки, 2 кг/га",,"Зерновые колосовые озимые, зерновые колосовые яровые; зерновые прочие, в том числе гречиха; прочие полевые культуры, в том числе овощные, технические, масличные, декоративные; культуры в закрытом грунте; многолетние кормовые травы; плодовые и ягодные кустарники, в том числе виноград; декоративные деревья и кустарники, в том числе хвойные культуры; хранящиеся запасы, помещения различного назначения и прилегающие территории","Полевка обыкновенная, полевка восточноевропейская, полевка общественная, полевка рыжая, мышь домовая, мышь полевая, мышь лесная, мышь желтогорлая","Внесение в норы и другие укрытия грызунов с помощью аппликаторов ложечного или трубчатого типов, обработки по мере хозяйственной необходимости. Однократно в течение 2-х недель. В дальнейшем рекомендуется не более 1-2 обработок без замены другим препаратом. В последствии в течение нескольких месяцев с использованием препаратов иного механизма действия. Расстояние между точками раскладки 3-5-10 м в зависимости от численности и типа грызунов; контроль за наличием приманки в местах раскладки производить 1-2 раза в неделю с перерывами 2-3 дня между раскладками. Обеспечение недоступности к препарату детей, домашних животных, диких нецелевых птиц и зверей",,,1,-,-,1278
12348,141-06-3509-1,Варат,varat,C,0,"10 г в нору, 2 кг/га",10.0,10.0,"г в нору, 2 кг/га",,"Зерновые колосовые озимые, зерновые колосовые яровые; зерновые прочие, в том числе гречиха; прочие полевые культуры, в том числе овощные, технические, масличные, декоративные; культуры в закрытом грунте; многолетние кормовые травы; плодовые и ягодные кустарники, в том числе виноград; декоративные деревья и кустарники, в том числе хвойные культуры; хранящиеся запасы, помещения различного назначения и прилегающие территории","Полевка водяная, крыса серая","Внесение в норы и другие укрытия грызунов с помощью аппликаторов ложечного или трубчатого типов, обработки по мере хозяйственной необходимости. Однократно в течение 2-х недель. В дальнейшем рекомендуется не более 1-2 обработок без замены другим препаратом. В последствии в течение нескольких месяцев с использованием препаратов иного механизма действия. Расстояние между точками раскладки 3-5-10 м в зависимости от численности и типа грызунов; контроль за наличием приманки в местах раскладки производить 1-2 раза в неделю с перерывами 2-3 дня между раскладками. Обеспечение недоступности к препарату детей, домашних животных, диких нецелевых птиц и зверей",,,1,-,-,1279
12349,141-06-3509-1,Варат,varat,C,0,"10 г в нору, 2 кг/га",10.0,10.0,"г в нору, 2 кг/га",,"Зерновые колосовые озимые, зерновые колосовые яровые; зерновые прочие, в том числе гречиха; прочие полевые культуры, в том числе овощные, технические, масличные, декоративные; культуры в закрытом грунте; многолетние кормовые травы; плодовые и ягодные кустарники, в том числе виноград; декоративные деревья и кустарники, в том числе хвойные культуры; хранящиеся запасы, помещения различного назначения и прилегающие территории","Полевка водяная, крыса серая","Внесение в норы и другие укрытия грызунов с помощью аппликаторов ложечного или трубчатого типов, обработки по мере хозяйственной необходимости. Однократно в течение 2-х недель. В дальнейшем рекомендуется не более 1-2 обработок без замены другим препаратом. В последствии в течение нескольких месяцев с использованием препаратов иного механизма действия. Расстояние между точками раскладки 3-5-10 м в зависимости от численности и типа грызунов; контроль за наличием приманки в местах раскладки производить 1-2 раза в неделю с перерывами 2-3 дня между раскладками. Обеспечение недоступности к препарату детей, домашних животных, диких нецелевых птиц и зверей",,,1,-,-,1280
12350,141-06-3509-1,Варат,varat,Л,0,"5 г в нору или иную укрытую точку раскладки, 0,2 кг/100 м2",5.0,5.0,"г в нору или иную укрытую точку раскладки, 0,2 кг/100 м2",,"Зерновые колосовые озимые, зерновые колосовые яровые; зерновые прочие, в том числе гречиха; прочие полевые культуры, в том числе овощные, технические, масличные, декоративные; культуры в закрытом грунте; многолетние кормовые травы; плодовые и ягодные кустарники, в том числе виноград; декоративные деревья и кустарники, в том числе хвойные культуры; хранящиеся запасы, помещения различного назначения и прилегающие территории","Полевка обыкновенная, полевка восточноевропейская, полевка общественная, полевка рыжая, мышь домовая, мышь полевая, мышь лесная, мышь желтогорлая","Внесение в норы и другие укрытия грызунов с помощью аппликаторов ложечного или трубчатого типов, обработки по мере хозяйственной необходимости. Однократно в течение 2-х недель. В дальнейшем рекомендуется не более 1-2 обработок без замены другим препаратом. В последствии в течение нескольких месяцев с использованием препаратов иного механизма действия. Контроль за наличием приманки проводить 1-2 раза в неделю с перерывом 2-3 дня между раскладками. Обеспечение недоступности к препарату детей, домашних животных, диких нецелевых птиц и зверей",,,1,-,-,1281
12351,141-06-3509-1,Варат,varat,Л,0,"5 г в нору или иную укрытую точку раскладки, 0,2 кг/100 м2",5.0,5.0,"г в нору или иную укрытую точку раскладки, 0,2 кг/100 м2",,"Зерновые колосовые озимые, зерновые колосовые яровые; зерновые прочие, в том числе гречиха; прочие полевые культуры, в том числе овощные, технические, масличные, декоративные; культуры в закрытом грунте; многолетние кормовые травы; плодовые и ягодные кустарники, в том числе виноград; декоративные деревья и кустарники, в том числе хвойные культуры; хранящиеся запасы, помещения различного назначения и прилегающие территории","Полевка обыкновенная, полевка восточноевропейская, полевка общественная, полевка рыжая, мышь домовая, мышь полевая, мышь лесная, мышь желтогорлая","Внесение в норы и другие укрытия грызунов с помощью аппликаторов ложечного или трубчатого типов, обработки по мере хозяйственной необходимости. Однократно в течение 2-х недель. В дальнейшем рекомендуется не более 1-2 обработок без замены другим препаратом. В последствии в течение нескольких месяцев с использованием препаратов иного механизма действия. Контроль за наличием приманки проводить 1-2 раза в неделю с перерывом 2-3 дня между раскладками. Обеспечение недоступности к препарату детей, домашних животных, диких нецелевых птиц и зверей",,,1,-,-,1282
