regulation_id,reg_no,product,brand,use,norm,crop_raw,method,page
4312,993-20-9853-1,Агринос 2+,,ЛС,1-3 л/т воды,"Декоративные культуры, в том числе хвойные (деревья, кустарники)","Декоративные культуры, в том числе хвойные (деревья, кустарники) -Корневая подкормка растений (внесение с поливными водами) в течение вегетационного периода 3-8 раз с интервалом 14 дней, Корневая подкормка растений (внесение с поливными водами) в течение вегетационного периода 3-8 раз с интервалом 14 дней. Расход рабочего раствора: деревья -25-100 л/растение, кустарники -2-5 л/растение",1083
4313,993-20-9853-1,Агринос 2+,,ЛС,5-10 мл/10 л воды,"Овощные культуры, картофель, цветочно-декоративные культуры","Овощные культуры, картофель, цветочно-декоративные культуры -Корневая подкормка растений после посева/посадки и далее 2-8 раз с интервалом 10-14 дней, Корневая подкормка растений после посева/посадки и далее 2-8 раз с интервалом 10-14 дней. Расход рабочего раствора – 5-10 л/м2",1083
4314,993-20-9853-1,Агринос 2+,,ЛС,30-50 мл/10 л воды,"Овощные культуры, картофель, цветочно-декоративные культуры","Овощные культуры, картофель, цветочно-декоративные культуры – Некорневая подкормка растений через 1-2 недели после высадки рассады (или появления всходов) и далее 2-5 раз с интервалом 10-14 дней (после проведения подкормки устанавливается срок выхода на обработанные участки – одни сутки для ручных и механизированных работ), Некорневая подкормка растений через 1-2 недели после высадки рассады (или появления всходов) и далее 2-5 раз с интервалом 10-14 дней (после проведения подкормки устанавливается срок выхода на обработанные участки – одни сутки для ручных и механизированных работ). Расход рабочего раствора – 1-1,5 л/10 м2",1084
4315,993-20-9853-1,Агринос 2+,,ЛС,5-10 мл/10 л воды,Ягодные культуры,"Ягодные -Корневая подкормка растений после посадки или в начале возобновления вегетации, далее 2-3 раза с интервалом 10-15 дней, Корневая подкормка растений после посадки или в начале возобновления вегетации, далее 2-3 раза с интервалом 10-15 дней. Расход рабочего раствора – 5-10 л/м2",1084
4316,993-20-9853-1,Агринос 2+,,ЛС,30-50 мл/10 л воды,Ягодные культуры,"Ягодные -Некорневая подкормка растений в период нарастания вегетативной массы до начала созреванияягод, 2-5 раз с интервалом 10-14 дней (после проведения подкормки устанавливается срок выхода на обработанные участки – одни сутки для ручных и механизированных работ), Некорневая подкормка растений в период нарастания вегетативной массы до начала созреванияягод, 2-5 раз с интервалом 10-14 дней (после проведения подкормки устанавливается срок выхода на обработанные участки – одни сутки для ручных и механизированных работ). Расход рабочего раствора – 1-1,5 л/10 м2",1085
4317,993-20-9853-1,Агринос 2+,,ЛС,5-10 мл/10 л воды,"Плодово-ягодные культуры, виноград, декоративные культуры (деревья, кустарники)","Плодово-ягодные культуры, виноград, декоративные культуры (деревья, кустарники) – Корневая подкормка растений за 7-10 дней до цветения и далее 2-3 раза с интервалом 7-10 дней, Корневая подкормка растений за 7-10 дней до цветения и далее 2-3 раза с интервалом 7-10 дней. Расход рабочего раствора – 5-10 л/м2",1085
4318,993-20-9853-1,Агринос 2+,,ЛС,30-50 мл/10 л воды,"Плодово-ягодные культуры, виноград, декоративные культуры (деревья, кустарники)","Плодово-ягодные культуры, виноград, декоративные культуры (деревья, кустарники) -Некорневая подкормка растений через 7-10 дней после цветения и далее 2-5 раз с интервалом 10-14 дней (после проведения подкормки устанавливается срок выхода на обработанные участки – одни сутки для ручных и механизированных работ), Некорневая подкормка растений через 7-10 дней после цветения и далее 2-5 раз с интервалом 10-14 дней (после проведения подкормки устанавливается срок выхода на обработанные участки – одни сутки для ручных и механизированных работ). Расход рабочего раствора: деревья - 1-5 л/растение, кустарники – 0,5-2 л/10 м2 или 0,5-2 л/растение",1086
4471,247-21-9627-1,АгроМикс Т,,ЛС,"0,1-0,2 кг/т семян","Зерновые, зернобобовые, технические, кормовые культуры",Предпосевная обработка семян. Расход рабочего раствора - 8-10 л/т,1125
4472,247-21-9627-1,АгроМикс Т,,ЛС,2 г/л воды,"Овощные, цветочно-декоративные культуры",Замачивание семян перед посевом на 12 часов,1125
4473,247-21-9627-1,АгроМикс Т,,ЛС,"0,15-0,3 кг/га Концентрация рабочего раствора 0,05-0,08%",Овощные культуры (открытый грунт),Некорневая подкормка растений в течение вегетационного периода 1-4 раза с интервалом 15-20 дней. Расход рабочего раствора 300-400 л/га,1125
4474,247-21-9627-1,АгроМикс Т,,ЛС,"0,3-0,5 кг/га Концентрация рабочего раствора не более 0,05%¶",Овощные культуры (защищенный грунт),Некорневая подкормка растений в течение вегетационного периода 1-4 раза с интервалом 15-20 дней. Расход рабочего раствора 600-1000 л/га,1125
4475,247-21-9627-1,АгроМикс Т,,ЛС,20-50 г/м3 воды,"Овощные, зеленные, цветочно-декоративные культуры (гидропонный метод выращивания)",Корневая подкормка растений (внесение в питательный раствор) в течение вегетационного периода,1125
4476,247-21-9627-1,АгроМикс Т,,ЛС,3-6 кг/га,"технические, кормовые, овощные, бахчевые, плодово-ягодные, цветочно-декоративные культуры",Корневая подкормка растений (внесение с поливными водами) в течение вегетационного периода 1-4 раза.Расход рабочего раствора - в зависимости от нормы полива,1125
4477,247-21-9627-1,АгроМикс Т,,ЛС,10-20 кг/га,"технические, кормовые, овощные, бахчевые, плодово-ягодные, цветочно-декоративные культуры",Корневая подкормка растений (внесение с поливными водами) (для устранения дефицита микроэлементов) в течение вегетационного периода однократно. Расход рабочего раствора - в зависимости от нормы полива,1125
4478,247-21-9627-1,АгроМикс Т,,ЛС,"0,65-1 кг/га Концентрация рабочего раствора 0,08-0,1%","Плодовые культуры (семечковые), цитрусовые культуры, виноград",Некорневая подкормка растений 1-4 раза в течение вегетационного периода с интервалом 15-20 дней. Расход рабочего раствора -800-1000 л/га,1126
4479,247-21-9627-1,АгроМикс Т,,ЛС,"0,4-0,8 кг/га Концентрация рабочего раствора -0,05-0,08%",Плодовые культуры (косточковые),Некорневая подкормка растений в течение вегетационного периода 1-4 раза с интервалом 15-20 дней. Расход рабочего раствора 800-1000 л/га,1126
4480,247-21-9627-1,АгроМикс Т,,ЛС,5-8 г/10л воды,"Овощные, бахчевые культуры, картофель, цветочно-декоративные культуры","Некорневая подкормка растений через 10-15 дней после появление всходов (высадки рассады) и далее 1-3 раза с интервалом 10-15 дней. Расход рабочего раствора -1-1,5л/10 м2",1126
4481,247-21-9627-1,АгроМикс Т,,ЛС,5-10 г/10л воды,"Плодово-ягодные культуры, виноград","Некорневая подкормка растений в течение вегетационного периода 1-4 раза с интервалом 10-15 дней. Расход рабочего раствора - 1,5-2 л/10м2",1126
255,992-10-9824-0,АгроПелл,,C,50-300 кг/га в год,"Овощные, плодово-ягодные культуры","Основное, предпосевное внесение",85
256,992-10-9824-0,АгроПелл,,C,10-20 кг/га,Овощные культуры,Некорневая подкормка растений в период роста и созревания плодов. Расход рабочего раствора – 300-400 л/га,85
257,992-10-9824-0,АгроПелл,,C,10-20 кг/га,Картофель,Некорневая подкормка растений после цветения и далее -1-2 раза с интервалом 15-20 дней. Расход рабочего раствора – 300-400 л/га,85
258,992-10-9824-0,АгроПелл,,C,"2,5-5 кг/га",Плодово-ягодные культуры,Некорневая подкормка растений в период роста и созревания плодов 2-3 раза с интервалом 14 дней. Расход рабочего раствора – 800-1000 л/га,85
2992,987-13-9699-1,Агровин,Агровин Fe-Плюс,C,"0,25-0,5 кг/т","Зерновые, зернобобовые, овощные, технические, кормовые, бахчевые культуры, картофель",Предпосевная обработка семян (клубней). Расход рабочего раствора – 10 л/т,723
2993,987-13-9699-1,Агровин,Агровин Fe-Плюс,C,"0,25-0,8 кг/га","Плодово-ягодные культуры, виноград",Некорневая подкормка растений до наступления периода бутонизации и цветения 1-2 раза с интервалом 7-10 дней и в период созревания ягод 1-2 раза с интервалом 10-15 дней (или при появлении первых признаков дефицита железа до их устранения с интервалом 7-10 дней). Расход рабочего раствора – 800-1000 л/га,723
2994,987-13-9699-1,Агровин,Агровин Fe-Плюс,C,"0,25-1,5 кг/га",Цветочно-декоративные культуры,Некорневая подкормка растений в начальный период развития культуры 2-4 раза с интервалом 10-15 дней (или при появлении первых признаков дефицита железа до их устранения с интервалом 7-10 дней). Расход рабочего раствора – 200-400 л/га,723
2995,987-13-9699-1,Агровин,Агровин Fe-Плюс,C,"0,25-1,5 кг/га",Цветочно-декоративные культуры,Корневая подкормка растений (внесение с поливными водами) в начальный период развития культуры 2-4 раза с интервалом 10-15 дней (или при появлении первых признаков дефицита железа до их устранения с интервалом 7-10 дней). Расход рабочего раствора – в зависимости от нормы полива,724
2996,987-13-9699-1,Агровин,Агровин Fe-Плюс,Л,20 г/л воды,"Овощные культуры, картофель, цветочно-декоративные культуры",Замачивание семян (посадочного материала) перед посевом (посадкой) на 1-2 часа,724
2997,987-13-9699-1,Агровин,Агровин Fe-Плюс,Л,10-20 г/10 воды,Овощные культуры,"Подкормка растений в фазе 3-5 листьев и далее 2-3 раза с интервалом 10-15 дней. Расход рабочего раствора: некорневая подкормка – 1-1,5 л/10 м2; корневая подкормка – 4-10 л/м2",724
2998,987-13-9699-1,Агровин,Агровин Fe-Плюс,Л,10-20 г/10 л воды,Картофель,"Подкормка растений в фазе полных всходов и через 12-15 дней после первой подкормки. Расход рабочего раствора: некорневая подкормка – 1-1,5 л/10 м2; корневая подкормка – 4-10 л/м2",724
2999,987-13-9699-1,Агровин,Агровин Fe-Плюс,Л,20-25 г/10 л воды,"Плодово-ягодные культуры, виноград","Подкормка растений после цветения 1-2 раза с интервалом 7-10 дней и в период роста плодов 1-2 раза с интервалом 10-15 дней (или при появлении первых признаков дефицита железа до их устранения с интервалом 7-10 дней). Расход рабочего раствора: некорневая подкормка – 1-3 л/10 м2; кустарники – 1,5-2 л/растение; деревья – 5-10 л/растение; корневая подкормка -5-10 л/м2",725
3000,987-13-9699-1,Агровин,Агровин Fe-Плюс,Л,15-20 г/10 л воды,Цветочно-декоративные культуры,"Подкормка растений в начальный период развития культуры 2-4 раза с интервалом 10-15 дней (или при появлении первых признаков дефицита железа до их устранения с интервалом 7-10 дней). Расход рабочего раствора: 1-1,5 л/10 м2; корневая подкормка – 4-10 л/м2",725
3001,987-13-9699-1,Агровин,Агровин Zn-Mg-Плюс,C,"0,25-0,5 кг/т","Зерновые, зернобобовые, овощные, технические, кормовые, бахчевые культуры, картофель",Предпосевная обработка семян (клубней). Расход рабочего раствора – 10 л/т,725
3002,987-13-9699-1,Агровин,Агровин Zn-Mg-Плюс,C,"0,25-1 кг/га",Зерновые культуры,Некорневая подкормка растений в начальный период развития культуры 1-3 раза с интервалом 7-10 дней. Расход рабочего раствора – 200-300 л/га,725
3003,987-13-9699-1,Агровин,Агровин Zn-Mg-Плюс,C,"0,25-1 кг/га","Кормовые, технические культуры",Некорневая подкормка растений в начальный период развития культуры 2-3 раза с интервалом 10-15 дней. Расход рабочего раствора – 200-400 л/га,726
3004,987-13-9699-1,Агровин,Агровин Zn-Mg-Плюс,C,"0,25-1 кг/га","Кормовые, технические культуры",Корневая подкормка растений (внесение с поливными водами) в начальный период развития¶культуры 2-3 раза с интервалом 10-15 дней. Расход рабочего раствора – в зависимости от нормы полива,726
3005,987-13-9699-1,Агровин,Агровин Zn-Mg-Плюс,C,"0,25-1 кг/га",Картофель,"Некорневая подкормка растений в фазе полных всходов, в фазе бутонизации и после цветения. Расход рабочего раствора – 200-300 л/га",726
3006,987-13-9699-1,Агровин,Агровин Zn-Mg-Плюс,C,"0,25-1 кг/га","Свекла столовая, свекла сахарная, свекла кормовая",Некорневая подкормка растений в фазе 4-6 листьев и через 15-20 дней после первой подкормки. Расход рабочего раствора – 200-300 л/га,726
3007,987-13-9699-1,Агровин,Агровин Zn-Mg-Плюс,C,"0,5-1 кг/га",Овощные культуры в том числе зеленные,Некорневая подкормка растений в период интенсивного роста вегетативной массы 2-3 раза с интервалом 10-14 дней. Расход рабочего раствора – 200-300 л/га,726
3008,987-13-9699-1,Агровин,Агровин Zn-Mg-Плюс,C,"0,5-1 кг/га","Картофель, овощные культуры, в том числе зеленные",Корневая подкормка растений (внесение с поливными водами) в период интенсивного роста вегетативной массы 2-3 раза с интервалом в 10-14 дней. Расход рабочего раствора – в зависимости от нормы полива,727
3009,987-13-9699-1,Агровин,Агровин Zn-Mg-Плюс,C,"0,25-1 кг/га",Плодово-ягодные культуры,Некорневая подкормка растений после цветения 1-2 раза с интервалом 7-10 дней и в период роста плодов 1-2 раза с интервалом 10-15 дней (или при появлении первых признаков хлороза каждые 10-20 дней до исчезновения симптомов). Расход рабочего раствора – 800-1000 л/га,727
3010,987-13-9699-1,Агровин,Агровин Zn-Mg-Плюс,C,"0,5-1 кг/га",Виноград,Некорневая подкормка растений в период от распускания почек до цветения 1-2 раза с интервалом 10-14 дней. Расход рабочего раствора – 800-1000 л/га,727
3011,987-13-9699-1,Агровин,Агровин Zn-Mg-Плюс,C,"0,25-1 кг/га","Плодово-ягодные культуры, виноград",Корневая подкормка растений (внесение с поливными водами) после цветения 1-2 раза с интервалом 7-10 дней и в период роста плодов 1-2 раза с интервалом 10-15 дней (или при появлении первых признаков хлороза каждые 10-20 дней до исчезновения симптомов). Расход рабочего раствора – в зависимости от нормы полива,727
3012,987-13-9699-1,Агровин,Агровин Zn-Mg-Плюс,C,"0,5-1 кг/га",Цветочно-декоративные культуры,Некорневая подкормка растений в начальный период развития культуры 1-2 раза с интервалом 10-15 дней. Расход рабочего раствора – 200-300 л/га,728
3013,987-13-9699-1,Агровин,Агровин Zn-Mg-Плюс,C,"0,5-1 кг/га",Цветочно-декоративные культуры,Корневая подкормка растений (внесение с поливными водами) в начальный период развития культуры 1-2 раза с интервалом 10-15 дней. Расход рабочего раствора – в зависимости от нормы полива,728
3014,987-13-9699-1,Агровин,Агровин Zn-Mg-Плюс,Л,20 г/л воды,"Овощные культуры, картофель, цветочно-декоративные культуры",Замачивание семян (посадочного материала) перед посевом (посадкой) на 1-2 часа,728
3015,987-13-9699-1,Агровин,Агровин Zn-Mg-Плюс,Л,15-20 г/10 л воды,Картофель,"Подкормка растений в фазе полных всходов, в фазе бутонизации и после цветения. Расход рабочего раствора: некорневая подкормка – 1-1,5 л/10 м2; корневая подкормка – 4-10 л/м2",728
3016,987-13-9699-1,Агровин,Агровин Zn-Mg-Плюс,Л,20-25 г/10 л воды,"Свекла столовая, морковь, сельдерей корневой, петрушка корневая, пастернак, репа, редька","Некорневая подкормка растений в фазе 4-6 листьев и через 15-20 дней после первой подкормки. Расход рабочего раствора: некорневая подкормка – 1-1,5 л/10 м2; корневая подкормка – 4-10 л/м2",728
3017,987-13-9699-1,Агровин,Агровин Zn-Mg-Плюс,Л,20-25 г/10 л воды,"Плодово-ягодные культуры, виноград","Подкормка растений после цветения 1-2 раза с интервалом 7-10 дней и в период роста плодов 1-2 раза с интервалом 10-15 дней (или при появлении первых признаков хлороза каждые 10-20 дней до исчезновения симптомов). Расход рабочего раствора: некорневая подкормка – 1-3 л/10 м2; кустарники – 1,5-2 л/растение; деревья – 5-10 л/растение; корневая подкормка -5-10 л/м2",729
3018,987-13-9699-1,Агровин,Агровин Zn-Mg-Плюс,Л,15-20 г/10 л воды,Цветочно-декоративные культуры,"Подкормка растений в начальный период развития культуры 2-4 раза с интервалом 10-15 дней. Расход рабочего раствора: некорневая подкормка – 1-1,5 л/10 м2; корневая подкормка – 4-10 л/м2",729
2648,987-13-9760-1,Агровин Агровин Mg-Zn-B-Плюс,Агровин Mn-Cu-Zn-Плюс,C,"0,25-0,5 кг/т","Зерновые, зернобобовые, технические, кормовые, овощные, бахчевые культуры, картофель",Предпосевная обработка семян (клубней). Расход рабочего раствора – 10 л/т,656
2649,987-13-9760-1,Агровин Агровин Mg-Zn-B-Плюс,Агровин Mn-Cu-Zn-Плюс,C,"0,5-1 кг/га","Зерновые, зернобобовые, технические, кормовые культуры",Некорневая подкормка растений в начальный период развития культуры 2-4 раза с интервалом 7-10 дней. Расход рабочего раствора – 200-300 л/га,656
2650,987-13-9760-1,Агровин Агровин Mg-Zn-B-Плюс,Агровин Mn-Cu-Zn-Плюс,C,"0,5-1 кг/га","Овощные, бахчевые культуры, картофель",Некорневая подкормка растений в начальный период развития и в период роста плодов 2-4 раза с интервалом 10-15 дней. Расход рабочего раствора – 200-300 л/га,656
2651,987-13-9760-1,Агровин Агровин Mg-Zn-B-Плюс,Агровин Mn-Cu-Zn-Плюс,C,"0,5-1 кг/га","Овощные, бахчевые культуры, картофель",Корневая подкормка растений (внесение с поливными водами) в начальный период развития и в период роста плодов 2-4 раза с интервалом 10-15 дней. Расход рабочего раствора – в зависимости от нормы полива,656
2652,987-13-9760-1,Агровин Агровин Mg-Zn-B-Плюс,Агровин Mn-Cu-Zn-Плюс,C,"0,5-1 кг/га","Плодово-ягодные культуры, виноград",Некорневая подкормка растений после цветения 1-2 раза с интервалом 7-10 дней и в период роста плодов 1-2 раза с интервалом 10-15 дней. Расход рабочего раствора – 800-1000 л/га,656
2653,987-13-9760-1,Агровин Агровин Mg-Zn-B-Плюс,Агровин Mn-Cu-Zn-Плюс,C,"0,5-1 кг/га","Плодово-ягодные культуры, виноград",Корневая подкормка растений (внесение с поливными водами) после цветения 1-2 раза с интервалом 7-10 дней и в период роста плодов 1-2 раза с интервалом 10-15 дней. Расход рабочего раствора – в зависимости от нормы полива,657
2654,987-13-9760-1,Агровин Агровин Mg-Zn-B-Плюс,Агровин Mn-Cu-Zn-Плюс,C,"0,2-1 кг/га",Цветочно-декоративные культуры,Некорневая подкормка растений в начальный период развития культуры 2-4 раза с интервалом 10-15 дней. Расход рабочего раствора – 200-400 л/га,657
2655,987-13-9760-1,Агровин Агровин Mg-Zn-B-Плюс,Агровин Mn-Cu-Zn-Плюс,C,"0,2-1 кг/га",Цветочно-декоративные культуры,Корневая подкормка растений (внесение с поливными водами) в начальный период развития культуры 2-4 раза с интервалом 10-15 дней. Расход рабочего раствора – в зависимости от нормы полива,657
2656,987-13-9760-1,Агровин Агровин Mg-Zn-B-Плюс,Агровин Mn-Cu-Zn-Плюс,Л,20 г/л воды,"Зернобобовые, овощные культуры, картофель",Замачивание семян (клубней) перед посевом (посадкой) на 1-2 часа,657
2657,987-13-9760-1,Агровин Агровин Mg-Zn-B-Плюс,Агровин Mn-Cu-Zn-Плюс,Л,20-25 г/10 л воды,"Овощные, бахчевые культуры","Подкормка растений в фазе 3-6 листьев и далее 1-2 раза с интервалом 10-15 дней. Расход рабочего раствора: некорневая подкормка – 1-1,5 л/10 м2; корневая подкормка – 4-10 л/м2",657
2658,987-13-9760-1,Агровин Агровин Mg-Zn-B-Плюс,Агровин Mn-Cu-Zn-Плюс,Л,15-20 г/10 л воды,Картофель,"Подкормка растений в фазе полных всходов и через 10-15 дней после первой подкормки. Расход рабочего раствора: некорневая подкормка – 1-1,5 л/10 м2; корневая подкормка – 4-10 л/м2",658
2659,987-13-9760-1,Агровин Агровин Mg-Zn-B-Плюс,Агровин Mn-Cu-Zn-Плюс,Л,25-30 г/10 л воды,"Плодово-ягодные культуры, виноград","Подкормка растений после цветения 1-2 раза с интервалом 7-10 дней и в период роста плодов 1-2 раза с интервалом 10-15 дней. Расход рабочего раствора: некорневая подкормка – 1-3 л/10 м2; кустарники – 1,5-2 л/растение; деревья – 5-10 л/растение; корневая подкормка -5-10 л/м2",658
2660,987-13-9760-1,Агровин Агровин Mg-Zn-B-Плюс,Агровин Mn-Cu-Zn-Плюс,Л,15-20 г/10 л воды,Цветочно-декоративные культуры,"Подкормка растений в начальный период развития культуры 2-4 раза с интервалом 10-15 дней. Расход рабочего раствора: некорневая подкормка – 1-3 л/10 м2; кустарники – 1,5-2 л/растение; деревья – 5-10 л/растение; корневая подкормка -5-10 л/м2",658
2661,987-13-9760-1,Агровин Агровин Mg-Zn-B-Плюс,Агровин Mg-Zn-B-Плюс,C,"0,25-0,5 кг/т","Зерновые, зернобобовые, технические, кормовые, овощные, бахчевые культуры, картофель",Предпосевная обработка семян (клубней). Расход рабочего раствора – 10 л/т,658
2662,987-13-9760-1,Агровин Агровин Mg-Zn-B-Плюс,Агровин Mg-Zn-B-Плюс,C,"0,25-1 кг/га","Зерновые, зернобобовые, технические, кормовые культуры",Некорневая подкормка растений в начальный период развития культуры 2-4 раза с интервалом 7-10 дней. Расход рабочего раствора – 200-300 л/га,659
2663,987-13-9760-1,Агровин Агровин Mg-Zn-B-Плюс,Агровин Mg-Zn-B-Плюс,C,"0,25-1 кг/га","Овощные, бахчевые культуры, картофель",Некорневая подкормка растений в начальный период развития и в период роста плодов 2-4 раза с интервалом 10-15 дней. Расход рабочего раствора – 200-300 л/га,659
2664,987-13-9760-1,Агровин Агровин Mg-Zn-B-Плюс,Агровин Mg-Zn-B-Плюс,C,"0,25-1 кг/га","Овощные, бахчевые культуры, картофель",Корневая подкормка растений (внесение с поливными водами) в начальный период развития культуры 2-4 раза с интервалом 10-15 дней. Расход рабочего раствора – в зависимости от нормы полива,659
2665,987-13-9760-1,Агровин Агровин Mg-Zn-B-Плюс,Агровин Mg-Zn-B-Плюс,C,"0,25-1 кг/га","Плодовые культуры (семечковые, косточковые)",Некорневая подкормка растений после цветения 1-2 раза с интервалом 7-10 дней и в период роста плодов 1-2 раза с интервалом 10-15 дней. Расход рабочего раствора – 800-1000 л/га,659
2666,987-13-9760-1,Агровин Агровин Mg-Zn-B-Плюс,Агровин Mg-Zn-B-Плюс,C,"0,5-1 кг/га","Плодовые культуры (семечковые, косточковые)",Корневая подкормка растений (внесение с поливными водами) после цветения 1-2 раза с интервалом 7-10 дней и в период роста плодов 1-2 раза с интервалом 10-15 дней. Расход рабочего раствора – в зависимости от нормы полива,659
2667,987-13-9760-1,Агровин Агровин Mg-Zn-B-Плюс,Агровин Mg-Zn-B-Плюс,C,"0,5-1 кг/га",Ягодные культуры (кустарники),Некорневая подкормка растений после цветения 1-2 раза с интервалом 7-10 дней и в период роста плодов 1-2 раза с интервалом 10-15 дней. Расход рабочего раствора – 300-800 л/га,660
2668,987-13-9760-1,Агровин Агровин Mg-Zn-B-Плюс,Агровин Mg-Zn-B-Плюс,C,"0,5-1 кг/га",Ягодные культуры (кустарники),Корневая подкормка растений (внесение с поливными водами) после цветения 1-2 раза с интервалом 7-10 дней и в период роста плодов 1-2 раза с интервалом 10-15 дней. Расход рабочего раствора – в зависимости от нормы полива,660
2669,987-13-9760-1,Агровин Агровин Mg-Zn-B-Плюс,Агровин Mg-Zn-B-Плюс,C,"0,5-1 кг/га",Цветочно-декоративные культуры,Некорневая подкормка растений в начальный период развития культуры 2-4 раза с интервалом 10-15 дней. Расход рабочего раствора – 200-400 л/га,660
2670,987-13-9760-1,Агровин Агровин Mg-Zn-B-Плюс,Агровин Mg-Zn-B-Плюс,C,"0,5-1 кг/га",Цветочно-декоративные культуры,Корневая подкормка растений (внесение с поливными водами) в начальный период развития культуры 2-4 раза с интервалом 10-15 дней. Расход рабочего раствора – в зависимости от нормы полива,660
2671,987-13-9760-1,Агровин Агровин Mg-Zn-B-Плюс,Агровин Mg-Zn-B-Плюс,Л,20 г/л воды,"Зернобобовые, овощные культуры, картофель",Замачивание семян (клубней) перед посевом (посадкой) на 1-2 часа,660
2672,987-13-9760-1,Агровин Агровин Mg-Zn-B-Плюс,Агровин Mg-Zn-B-Плюс,Л,20 г/10 л воды,"Огурец, кабачок, арбуз, дыня, тыква","Подкормка растений в фазе 3-5 листьев и далее 2-4 раза с интервалом 10-15 дней. Расход рабочего раствора: некорневая подкормка – 1-1,5 л/10 м2; корневая подкормка – 4-10 л/м2",661
2673,987-13-9760-1,Агровин Агровин Mg-Zn-B-Плюс,Агровин Mg-Zn-B-Плюс,Л,20-30 г/10 л воды,Капуста (все виды),"Подкормка растений в фазе 4-6 листьев и через 10-14 дней после первой подкормки. Расход рабочего раствора: некорневая подкормка – 1-1,5 л/10 м2; корневая подкормка – 4-10 л/м2",661
2674,987-13-9760-1,Агровин Агровин Mg-Zn-B-Плюс,Агровин Mg-Zn-B-Плюс,Л,20-25 г/10 л воды,Овощные культуры,"Подкормка растений в фазе 3-6 листьев и далее 2-4 раза с интервалом 10-15 дней. Расход рабочего раствора: некорневая подкормка – 1-1,5 л/10 м2; корневая подкормка -4-10 л/м2",661
2675,987-13-9760-1,Агровин Агровин Mg-Zn-B-Плюс,Агровин Mg-Zn-B-Плюс,Л,15-20 г/10 л воды,Картофель,"Подкормка растений в фазе полных всходов и через 10-15 дней после первой подкормки. Расход рабочего раствора: некорневая подкормка – 1-1,5 л/10 м2; корневая подкормка – 4-10 л/м2",661
2676,987-13-9760-1,Агровин Агровин Mg-Zn-B-Плюс,Агровин Mg-Zn-B-Плюс,Л,20 г/10 л воды,"Фасоль, горох, бобы","Подкормка растений в фазе 3-5 настоящих листьев и далее 2-4 раза с интервалом 10-15 дней. Расход рабочего раствора: некорневая подкормка – 1-1,5 л/10 м2; корневая подкормка – 4-10 л/м2",661
2677,987-13-9760-1,Агровин Агровин Mg-Zn-B-Плюс,Агровин Mg-Zn-B-Плюс,Л,25-30 г/10 л воды,Плодово-ягодные культуры,"Подкормка растений после цветения 1-2 раза с интервалом 7-10 дней и в период роста плодов 1-2 раза с интервалом 10-15 дней. Расход рабочего раствора: некорневая подкормка – 1-3 л/10 м2; кустарники – 1,5-2 л/растение; деревья – 5-10 л/растение; корневая подкормка -5-10 л/м2",662
2678,987-13-9760-1,Агровин Агровин Mg-Zn-B-Плюс,Агровин Mg-Zn-B-Плюс,Л,15-20 г/10 л воды,Цветочно-декоративные культуры,"Подкормка растений в начальный период развития культуры 2-4 раза с интервалом 10-15 дней. Расход рабочего раствора: некорневая подкормка – 1-3 л/10 м2; кустарники – 1,5-2 л/растение; деревья – 5-10 л/растение; корневая подкормка -5-10 л/м2",662
2679,987-13-9760-1,Агровин Агровин Mg-Zn-B-Плюс,Агровин Са-Плюс,C,"0,2-0,5 кг/т","Зерновые, зернобобовые, технические, кормовые, овощные, бахчевые культуры, картофель",Предпосевная обработка семян (клубней). Расход рабочего раствора – 10 л/т,662
2680,987-13-9760-1,Агровин Агровин Mg-Zn-B-Плюс,Агровин Са-Плюс,C,"0,2-1 кг/га","Зерновые, зернобобовые, технические, кормовые культуры",Некорневая подкормка растений в начальный период развития культуры 2-4 раза с интервалом 7-10 дней. Расход рабочего раствора – 200-300 л/га,662
2681,987-13-9760-1,Агровин Агровин Mg-Zn-B-Плюс,Агровин Са-Плюс,C,"0,2-1 кг/га","Овощные, бахчевые культуры",Некорневая подкормка растений в период роста плодов 3-4 раза с интервалом 7-10 дней. Расход рабочего раствора – 200-300 л/га,662
2682,987-13-9760-1,Агровин Агровин Mg-Zn-B-Плюс,Агровин Са-Плюс,C,"0,2-1 кг/га","Овощные, бахчевые культуры",Корневая подкормка растений в период роста плодов 3-4 раза с интервалом 7-10 дней. Расход рабочего раствора – в зависимости от нормы полива,663
2683,987-13-9760-1,Агровин Агровин Mg-Zn-B-Плюс,Агровин Са-Плюс,C,"0,2-1 кг/га",Зеленные культуры,Некорневая подкормка растений через 7-10 дней после появления всходов (или высадки рассады) и далее 1-3 раза с интервалом 7-10 дней. Расход рабочего раствора – 200-300 л/га,663
2684,987-13-9760-1,Агровин Агровин Mg-Zn-B-Плюс,Агровин Са-Плюс,C,"0,2-1 кг/га",Плодовые культуры (семечковые),Некорневая подкормка растений в фазе зеленой завязи («грецкийорех») и далее 1-3 раза с интервалом 10-15 дней. Расход рабочего раствора – 800-1000 л/га,663
2685,987-13-9760-1,Агровин Агровин Mg-Zn-B-Плюс,Агровин Са-Плюс,C,"0,2-1 кг/га",Плодовые культуры (семечковые),Корневая подкормка растений (внесение с поливными водами) в фазе зеленой завязи («грецкийорех») и далее 1-3 раза с интервалом 10-15 дней. Расход рабочего раствора – в зависимости от нормы полива,663
